path,audio,sentence
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/159.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/159.wav,henne ved far også en motorcykel der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/160.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/160.wav,der var en motor øh cykel også  også en traktor dernede
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/161.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/161.wav,også en traktor der også traktor der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/162.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/162.wav,også motorcykler og en traktor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/163.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/163.wav,for noget skal vi finde det der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/164.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/164.wav,mor vise mig det hvad også motorcykler og der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/165.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/165.wav,motor hvad er det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/166.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/166.wav,hvad er det for noget hvad nej vil
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/167.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/167.wav,kigge billeder hvor han slå henne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/168.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/168.wav,hvorhenne åh det er en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/169.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/169.wav,mus nok der er en lille skildpadde oppe ved moren
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/170.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/170.wav,har slået benet hente du futtog
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/171.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/171.wav,vi den finde den kan vi nok
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/172.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/172.wav,og hvor er den henne nu den der 
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/173.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/173.wav,det var den der vil have den anden futtog
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/174.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/174.wav,jeg lave bygge det hvor den ligge henne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/175.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/175.wav,jeg vil ikke lave bygge det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/176.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/176.wav,hvor er futtog mor kan ikke fat i det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/177.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/177.wav,oj mig fange i i snor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/178.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/178.wav,den sidder fast den sidder nok fast
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/179.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/179.wav,hvad var det hvor den værei henne hvad
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/180.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/180.wav,mor finde ud af det hvor pigen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/181.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/181.wav,pigen kan ikke hvor køleskab den der være henne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/182.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/182.wav,hvor den være den der er noget i stykker da køle falde ned
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/183.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/183.wav,hvor den være henne mig lave det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/184.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/184.wav,også der ikke også
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/185.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/185.wav,hvad er det for en hvad det er bord nok
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/186.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/186.wav,den mig se den der mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/187.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/187.wav,den også være der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/188.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/188.wav,og dernede den der rydde op og
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/189.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/189.wav,og lave bygge futtog og rydde op
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/190.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/190.wav,din klovn den kan godt være derovre
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/191.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/191.wav,hvad er det siger sådan hvad flyvemaskine sådan hvad mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/192.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/192.wav, mor bygge den sammen hvad åh nu kører mig også en anden en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/193.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/193.wav,køre mig i nej ikke sådan den køre
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/194.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/194.wav,eller sådan ikke også mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/195.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/195.wav,nej den duer ikke og sætte den anden sammen mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/196.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/196.wav,altså nu mor den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/197.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/197.wav,nej jeg gør ikke oppe da
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/198.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/198.wav,den duer ikke jeg lave en anden en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/199.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/199.wav,se nu hvad hen og samle det op
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/200.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/200.wav,og se nu hvad kom mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/201.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/201.wav,må nok herovre sætte dem sammen ikke også
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/202.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/202.wav,øh hvor er den anden futtog også
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/203.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/203.wav,nej gør mig ikke kan ikke sætte den sammen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/204.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/204.wav,det mor selv gøre det mor lege med toget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/205.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/205.wav,hvor den være henne og bygge skinne ikke også mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/206.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/206.wav,mor selv gøre det mor selv gøre det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/207.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/207.wav,nej kan ikke den kan også køre
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/208.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/208.wav,ikke sidde andre skinne nej den anden futtoget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/209.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/209.wav,hvor er den henne se kan den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/210.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/210.wav,dreje rundt køre rundt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/211.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/211.wav,se nu Jens han kan den er sjov og køre på den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/212.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/212.wav,og bil kan også dreje rundt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/213.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/213.wav,og bil bilen holder stille
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/214.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/214.wav,mig lege på den have min mælk i der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/215.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/215.wav,se holder bil mor futtekao godt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/216.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/216.wav,jeg sætter den den plads dyt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/217.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/217.wav,sætter ned dyt sætte på plads
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/218.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/218.wav,kravle op jeg køre hen til Sebastian
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/219.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/219.wav,køre hen til Sebastian holder bil derhenne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/220.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/220.wav,sikke noget bremse se nu bremser den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/221.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/221.wav, ikke der vel det var pokkers
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/222.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/222.wav,orv det for var pokkers  nu køre  mig
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/223.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/223.wav,der køre deri hvad se der er også en     
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/224.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/224.wav,der er også en der kører ind under sådan en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/225.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/225.wav,ikke køre derind det er toget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/226.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/226.wav, mig kan ikke komme den op vel mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/227.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/227.wav,nej det er min bil den kan den er gået i stykker
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/228.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/228.wav,har Sebastian lavet den  hvor er futtog dernede
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/229.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/229.wav,nu kommer futtog ud mor se nu det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/230.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/230.wav,futtog derinde er derinde
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/231.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/231.wav,hvad det deri se skinner deri jeg lege det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/232.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/232.wav,hvad mor har farmor ikke sådan en vel
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/233.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/233.wav,nej var ude i farmors have også en også lege det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/234.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/234.wav,lege det der der er også lille
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/235.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/235.wav,sådan en er også med jeg lave skinne her
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/236.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/236.wav,ikke nogen til sådan en skinner der er også en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/237.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/237.wav,og der er også en æh smutter den af der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/238.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/238.wav,mor ikke sætte den på sikke noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/239.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/239.wav,den bold der køre deri
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/240.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/240.wav,få så ah smage godt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/241.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/241.wav,mig godt lide det mor godt spise
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/242.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/242.wav,hvad mor mig smage en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/243.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/243.wav,hvor kommer nu der hvor mor hen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/244.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/244.wav,der er sådan en bil sikke noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/245.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/245.wav,det er svær kørt over hvad
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/246.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/246.wav,hvad det for noget sætte den på vel
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/247.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/247.wav,ikke tage den af har tabt den anden hjul
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/248.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/248.wav,mor har lavet den mig køre på den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/249.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/249.wav,futtog køre nu futtog
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/250.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/250.wav,nu kører hvor mor hen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/251.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/251.wav,hvem er det kommer der to fire dør
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/252.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/252.wav,det den er varmt det se flyver
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/253.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/253.wav,ikke helikopter hvad se laver de hvad
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/254.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/254.wav,hvad laver de hvad det der kan køre
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/255.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/255.wav,den vej så hvad laver nu
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/256.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/256.wav,hvor hvor er mange penge henne over grisen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/257.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/257.wav,fugl ikke noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/258.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/258.wav,missekat hvor er bukserne henne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/259.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/259.wav,hvor hvor er lille bukser henne hvor er den henne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/260.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/260.wav,mere saml den igen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/261.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/261.wav,ja får sutten af du får sutten igen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/262.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/262.wav,køre den over har futtog kørt den over
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/263.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/263.wav,jeg skubber den nu sidder den op futtoget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/264.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/264.wav,der bamse falde ned ride på hest
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/265.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/265.wav,se kager køre futtog
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/266.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/266.wav,nej sige noget trække her op af
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/267.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/267.wav,den kan ikke med futtoget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/268.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/268.wav,nej kan den ikke nej den sige ikke noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/269.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/269.wav,hvorfor ikke med hånden
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/270.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/270.wav,slår futtoget grisen får
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/271.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/271.wav,det er futtoget væk sige den ikke noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/272.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/272.wav,jeg smide den bare derned hvad var det siger
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/273.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/273.wav,hvor prøve se bare se tage den af 
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/274.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/274.wav,mig se herude græsset den larmer igen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/275.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/275.wav,den er sød ride på den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/276.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/276.wav,hvorhenne bamse kan ikke bare hænge herpå
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/277.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/277.wav,kravle op min hånd se nu kan
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/278.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/278.wav,kan kravle op min hånd nej kan den ikke
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/279.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/279.wav,kravle op min hånd se mig gøre
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/280.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/280.wav,nej den er sød den næsen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/281.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/281.wav,er sjov gerne have noget at spise
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/282.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/282.wav,den ikke sidde den sidde på hesten
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/283.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/283.wav,falder ned have anden en på
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/284.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/284.wav,mere kage hun bade
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/285.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/285.wav,Jens have hoved af øh hvor øh ond øjet
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/286.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/286.wav,har ondt munden og nede i halsen sådan noget nede i halsen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/287.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/287.wav,hvor er mor henne det er min Jens
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/288.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/288.wav,cykel sikke noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/289.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/289.wav,ikke ind Marianne mor mig se mig
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/290.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/290.wav,skal slå græsplæne vælter græs
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/291.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/291.wav,græder heller græder ikke dernede
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/292.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/292.wav,mor skal lege have sovs på
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/293.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/293.wav,varm i nej ikke spaghetti
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/294.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/294.wav,brænder brænder mor pande bil
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/295.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/295.wav,hop Marianne skovl
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/296.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/296.wav,mor vand igen nej mor være
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/297.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/297.wav,er varm lave mig kage
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/298.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/298.wav,hej lille vovhund gør meget af
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/299.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/299.wav, ja mig nej ikke mig
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/300.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/300.wav,den spise den mere
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/301.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/301.wav,det vovhund spise hov vovhunden har lavet
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/302.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/302.wav,jeg lave en ny har du sien henne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/303.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/303.wav,en stjerne mor lave den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/304.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/304.wav,mor lave den sådan en kage se bare lige kage væk
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/305.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/305.wav,her vovhund spise det hov lille
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/306.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/306.wav,der sidst dig væk har ude i lastbil
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/307.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/307.wav,ude i lastbil har eh altså lege lidt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/308.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/308.wav,mig og min bil lille biler
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/309.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/309.wav,lille vovhund have pandekage
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/310.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/310.wav,værsågod det pandekage eh hjemme Tina og far
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/311.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/311.wav,Tina og far jeg lave det stor kage
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/312.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/312.wav, nej bare lave pandekage nej spiser det Jens
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/313.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/313.wav,åh det flue have mor kage
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/314.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/314.wav,hov har tabt den mere mig lave den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/315.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/315.wav,får sovs på nej mig prøve
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/316.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/316.wav,have sådan en over i skoven
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/317.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/317.wav,og en muldvarp nede og bambi har
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/318.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/318.wav,haps ben lille lille lille bitte sige haps ben
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/319.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/319.wav,også fiske sammen hopper ned i vandet gør sådan noget
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/320.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/320.wav,om Sebastian  hvad det her mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/321.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/321.wav,er chokolade  ovre legepladsen og
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/322.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/322.wav,og kravle oppe stigen og huller
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/323.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/323.wav,hvor rutschebane henne lad være mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/324.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/324.wav,lave huller en lille bi
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/325.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/325.wav,er sådan noget æh mig kigge sådan nogen Jens inde
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/326.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/326.wav,ja adr puha adr mig  kigge Jens
